/* DATA DESCRIPTION:
Citation:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous record of the atmospheric greenhouse gas carbon dioxide (CO2), final spline-smoothed data of calculated radiative forcing (Version 1) [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.871271, 
	In supplement to: Köhler, P et al. (2017): A 156 kyr smoothed history of the atmospheric greenhouse gases CO2, CH4, and N2O and their radiative forcing. Earth System Science Data, 9(1), 363-387, https://doi.org/10.5194/essd-9-363-2017
New version:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous record of the atmospheric greenhouse gas carbon dioxide (CO2), final spline-smoothed data of calculated radiative forcing (Version 2). PANGAEA, https://doi.org/10.1594/PANGAEA.876013
Related to:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous records of the atmospheric greenhouse gases CO2, CH4, and N2O and their radiative forcing since the penultimate glacial maximum. Earth System Science Data Discussions, https://doi.org/10.5194/essd-2017-6
Comment:	Final spline with 156373 lines (-66 BP to 156306 BP).
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html)
	Carbon dioxide, dry-air mole fraction [µmol/mol] (CO2) * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html) * COMMENT: µmol/mol = ppm
	Radiative forcing of atmospheric carbon dioxide [W/m**2] (dR_[CO2]) * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html) * COMMENT: = 5.35 * ln(CO2/(278 ppm))
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	312746 data points
*/
Age [ka BP]	CO2 [µmol/mol]	dR_[CO2] [W/m**2]
111.786	263.17	-0.293
111.787	263.17	-0.293
111.788	263.18	-0.293
111.789	263.18	-0.293
111.790	263.19	-0.293
111.791	263.19	-0.293
111.792	263.20	-0.293
111.793	263.20	-0.293
111.794	263.21	-0.293
111.795	263.21	-0.292
111.796	263.21	-0.292
111.797	263.22	-0.292
111.798	263.22	-0.292
111.799	263.23	-0.292
111.800	263.23	-0.292
111.801	263.24	-0.292
111.802	263.24	-0.292
111.803	263.25	-0.292
111.804	263.25	-0.292
111.805	263.26	-0.292
111.806	263.26	-0.291
111.807	263.26	-0.291
111.808	263.27	-0.291
111.809	263.27	-0.291
111.810	263.28	-0.291
111.811	263.28	-0.291
111.812	263.29	-0.291
111.813	263.29	-0.291
111.814	263.30	-0.291
111.815	263.30	-0.291
111.816	263.30	-0.291
111.817	263.31	-0.290
111.818	263.31	-0.290
111.819	263.32	-0.290
111.820	263.32	-0.290
111.821	263.33	-0.290
111.822	263.33	-0.290
111.823	263.33	-0.290
111.824	263.34	-0.290
111.825	263.34	-0.290
111.826	263.35	-0.290
111.827	263.35	-0.290
111.828	263.35	-0.290
111.829	263.36	-0.289
111.830	263.36	-0.289
111.831	263.37	-0.289
111.832	263.37	-0.289
111.833	263.37	-0.289
111.834	263.38	-0.289
111.835	263.38	-0.289
111.836	263.39	-0.289
111.837	263.39	-0.289
111.838	263.39	-0.289
111.839	263.40	-0.289
111.840	263.40	-0.289
111.841	263.40	-0.289
111.842	263.41	-0.288
111.843	263.41	-0.288
111.844	263.42	-0.288
111.845	263.42	-0.288
111.846	263.42	-0.288
111.847	263.43	-0.288
111.848	263.43	-0.288
111.849	263.44	-0.288
111.850	263.44	-0.288
111.851	263.44	-0.288
111.852	263.45	-0.288
111.853	263.45	-0.288
111.854	263.45	-0.288
111.855	263.46	-0.287
111.856	263.46	-0.287
111.857	263.46	-0.287
111.858	263.47	-0.287
111.859	263.47	-0.287
111.860	263.47	-0.287
111.861	263.48	-0.287
111.862	263.48	-0.287
111.863	263.48	-0.287
111.864	263.49	-0.287
111.865	263.49	-0.287
111.866	263.50	-0.287
111.867	263.50	-0.287
111.868	263.50	-0.287
111.869	263.51	-0.286
111.870	263.51	-0.286
111.871	263.51	-0.286
111.872	263.52	-0.286
111.873	263.52	-0.286
111.874	263.52	-0.286
111.875	263.53	-0.286
111.876	263.53	-0.286
111.877	263.53	-0.286
111.878	263.53	-0.286
111.879	263.54	-0.286
111.880	263.54	-0.286
111.881	263.54	-0.286
111.882	263.55	-0.286
111.883	263.55	-0.286
111.884	263.55	-0.285
111.885	263.56	-0.285
111.886	263.56	-0.285
111.887	263.56	-0.285
111.888	263.57	-0.285
111.889	263.57	-0.285
111.890	263.57	-0.285
111.891	263.57	-0.285
111.892	263.58	-0.285
111.893	263.58	-0.285
111.894	263.58	-0.285
111.895	263.59	-0.285
111.896	263.59	-0.285
111.897	263.59	-0.285
111.898	263.60	-0.285
111.899	263.60	-0.285
111.900	263.60	-0.285
111.901	263.60	-0.284
111.902	263.61	-0.284
111.903	263.61	-0.284
111.904	263.61	-0.284
111.905	263.62	-0.284
111.906	263.62	-0.284
111.907	263.62	-0.284
111.908	263.62	-0.284
111.909	263.63	-0.284
111.910	263.63	-0.284
111.911	263.63	-0.284
111.912	263.63	-0.284
111.913	263.64	-0.284
111.914	263.64	-0.284
111.915	263.64	-0.284
111.916	263.64	-0.284
111.917	263.65	-0.284
111.918	263.65	-0.284
111.919	263.65	-0.284
111.920	263.65	-0.283
111.921	263.66	-0.283
111.922	263.66	-0.283
111.923	263.66	-0.283
111.924	263.66	-0.283
111.925	263.67	-0.283
111.926	263.67	-0.283
111.927	263.67	-0.283
111.928	263.67	-0.283
111.929	263.68	-0.283
111.930	263.68	-0.283
111.931	263.68	-0.283
111.932	263.68	-0.283
111.933	263.69	-0.283
111.934	263.69	-0.283
111.935	263.69	-0.283
111.936	263.69	-0.283
111.937	263.69	-0.283
111.938	263.70	-0.283
111.939	263.70	-0.283
111.940	263.70	-0.282
111.941	263.70	-0.282
111.942	263.71	-0.282
111.943	263.71	-0.282
111.944	263.71	-0.282
111.945	263.71	-0.282
111.946	263.71	-0.282
111.947	263.72	-0.282
111.948	263.72	-0.282
111.949	263.72	-0.282
111.950	263.72	-0.282
111.951	263.72	-0.282
111.952	263.73	-0.282
111.953	263.73	-0.282
111.954	263.73	-0.282
111.955	263.73	-0.282
111.956	263.73	-0.282
111.957	263.74	-0.282
111.958	263.74	-0.282
111.959	263.74	-0.282
111.960	263.74	-0.282
111.961	263.74	-0.282
111.962	263.75	-0.282
111.963	263.75	-0.282
111.964	263.75	-0.282
111.965	263.75	-0.281
111.966	263.75	-0.281
111.967	263.76	-0.281
111.968	263.76	-0.281
111.969	263.76	-0.281
111.970	263.76	-0.281
111.971	263.76	-0.281
111.972	263.76	-0.281
111.973	263.77	-0.281
111.974	263.77	-0.281
111.975	263.77	-0.281
111.976	263.77	-0.281
111.977	263.77	-0.281
111.978	263.77	-0.281
111.979	263.78	-0.281
111.980	263.78	-0.281
111.981	263.78	-0.281
111.982	263.78	-0.281
111.983	263.78	-0.281
111.984	263.78	-0.281
111.985	263.79	-0.281
111.986	263.79	-0.281
111.987	263.79	-0.281
111.988	263.79	-0.281
111.989	263.79	-0.281
111.990	263.79	-0.281
111.991	263.79	-0.281
111.992	263.80	-0.281
111.993	263.80	-0.281
111.994	263.80	-0.281
111.995	263.80	-0.281
111.996	263.80	-0.280
111.997	263.80	-0.280
111.998	263.80	-0.280
111.999	263.80	-0.280
112.000	263.81	-0.280
112.001	263.81	-0.280
112.002	263.81	-0.280
112.003	263.81	-0.280
112.004	263.81	-0.280
112.005	263.81	-0.280
112.006	263.81	-0.280
112.007	263.81	-0.280
112.008	263.82	-0.280
112.009	263.82	-0.280
112.010	263.82	-0.280
112.011	263.82	-0.280
112.012	263.82	-0.280
112.013	263.82	-0.280
112.014	263.82	-0.280
112.015	263.82	-0.280
112.016	263.82	-0.280
112.017	263.83	-0.280
112.018	263.83	-0.280
112.019	263.83	-0.280
112.020	263.83	-0.280
112.021	263.83	-0.280
112.022	263.83	-0.280
112.023	263.83	-0.280
112.024	263.83	-0.280
112.025	263.83	-0.280
112.026	263.83	-0.280
112.027	263.84	-0.280
112.028	263.84	-0.280
112.029	263.84	-0.280
112.030	263.84	-0.280
112.031	263.84	-0.280
112.032	263.84	-0.280
112.033	263.84	-0.280
112.034	263.84	-0.280
112.035	263.84	-0.280
112.036	263.84	-0.280
112.037	263.84	-0.280
112.038	263.84	-0.280
112.039	263.85	-0.280
112.040	263.85	-0.280
112.041	263.85	-0.280
112.042	263.85	-0.280
112.043	263.85	-0.280
112.044	263.85	-0.280
112.045	263.85	-0.279
112.046	263.85	-0.279
112.047	263.85	-0.279
112.048	263.85	-0.279
112.049	263.85	-0.279
112.050	263.85	-0.279
112.051	263.85	-0.279
112.052	263.85	-0.279
112.053	263.85	-0.279
112.054	263.85	-0.279
112.055	263.86	-0.279
112.056	263.86	-0.279
112.057	263.86	-0.279
112.058	263.86	-0.279
112.059	263.86	-0.279
112.060	263.86	-0.279
112.061	263.86	-0.279
112.062	263.86	-0.279
112.063	263.86	-0.279
112.064	263.86	-0.279
112.065	263.86	-0.279
112.066	263.86	-0.279
112.067	263.86	-0.279
112.068	263.86	-0.279
112.069	263.86	-0.279
112.070	263.86	-0.279
112.071	263.86	-0.279
112.072	263.86	-0.279
112.073	263.86	-0.279
112.074	263.86	-0.279
112.075	263.86	-0.279
112.076	263.86	-0.279
112.077	263.86	-0.279
112.078	263.86	-0.279
112.079	263.86	-0.279
112.080	263.86	-0.279
112.081	263.86	-0.279
112.082	263.86	-0.279
112.083	263.86	-0.279
112.084	263.86	-0.279
112.085	263.86	-0.279
112.086	263.86	-0.279
112.087	263.86	-0.279
112.088	263.86	-0.279
112.089	263.86	-0.279
112.090	263.86	-0.279
112.091	263.86	-0.279
112.092	263.86	-0.279
112.093	263.86	-0.279
112.094	263.86	-0.279
112.095	263.86	-0.279
112.096	263.86	-0.279
112.097	263.86	-0.279
112.098	263.86	-0.279
112.099	263.86	-0.279
112.100	263.86	-0.279
112.101	263.86	-0.279
112.102	263.86	-0.279
112.103	263.86	-0.279
112.104	263.86	-0.279
112.105	263.86	-0.279
112.106	263.86	-0.279
112.107	263.86	-0.279
112.108	263.86	-0.279
112.109	263.86	-0.279
112.110	263.86	-0.279
112.111	263.86	-0.279
112.112	263.86	-0.279
112.113	263.86	-0.279
112.114	263.86	-0.279
112.115	263.86	-0.279
112.116	263.86	-0.279
112.117	263.86	-0.279
112.118	263.86	-0.279
112.119	263.86	-0.279
112.120	263.86	-0.279
112.121	263.86	-0.279
112.122	263.86	-0.279
112.123	263.86	-0.279
112.124	263.86	-0.279
112.125	263.86	-0.279
112.126	263.86	-0.279
112.127	263.86	-0.279
112.128	263.86	-0.279
112.129	263.86	-0.279
112.130	263.86	-0.279
112.131	263.85	-0.279
112.132	263.85	-0.279
112.133	263.85	-0.279
112.134	263.85	-0.279
112.135	263.85	-0.279
112.136	263.85	-0.279
112.137	263.85	-0.279
112.138	263.85	-0.279
112.139	263.85	-0.279
112.140	263.85	-0.279
112.141	263.85	-0.280
112.142	263.85	-0.280
112.143	263.85	-0.280
112.144	263.85	-0.280
112.145	263.85	-0.280
112.146	263.85	-0.280
112.147	263.84	-0.280
112.148	263.84	-0.280
112.149	263.84	-0.280
112.150	263.84	-0.280
112.151	263.84	-0.280
112.152	263.84	-0.280
112.153	263.84	-0.280
112.154	263.84	-0.280
112.155	263.84	-0.280
112.156	263.84	-0.280
112.157	263.84	-0.280
112.158	263.84	-0.280
112.159	263.84	-0.280
112.160	263.83	-0.280
112.161	263.83	-0.280
112.162	263.83	-0.280
112.163	263.83	-0.280
112.164	263.83	-0.280
112.165	263.83	-0.280
112.166	263.83	-0.280
112.167	263.83	-0.280
112.168	263.83	-0.280
112.169	263.83	-0.280
112.170	263.82	-0.280
112.171	263.82	-0.280
112.172	263.82	-0.280
112.173	263.82	-0.280
112.174	263.82	-0.280
112.175	263.82	-0.280
112.176	263.82	-0.280
112.177	263.82	-0.280
112.178	263.82	-0.280
112.179	263.82	-0.280
112.180	263.81	-0.280
112.181	263.81	-0.280
112.182	263.81	-0.280
112.183	263.81	-0.280
112.184	263.81	-0.280
112.185	263.81	-0.280
112.186	263.81	-0.280
112.187	263.81	-0.280
112.188	263.81	-0.280
112.189	263.80	-0.280
112.190	263.80	-0.280
112.191	263.80	-0.280
112.192	263.80	-0.280
112.193	263.80	-0.281
112.194	263.80	-0.281
112.195	263.80	-0.281
112.196	263.79	-0.281
112.197	263.79	-0.281
112.198	263.79	-0.281
112.199	263.79	-0.281
112.200	263.79	-0.281
112.201	263.79	-0.281
112.202	263.79	-0.281
112.203	263.79	-0.281
112.204	263.78	-0.281
112.205	263.78	-0.281
112.206	263.78	-0.281
112.207	263.78	-0.281
112.208	263.78	-0.281
112.209	263.78	-0.281
112.210	263.78	-0.281
112.211	263.77	-0.281
112.212	263.77	-0.281
112.213	263.77	-0.281
112.214	263.77	-0.281
112.215	263.77	-0.281
112.216	263.77	-0.281
112.217	263.76	-0.281
112.218	263.76	-0.281
112.219	263.76	-0.281
112.220	263.76	-0.281
112.221	263.76	-0.281
112.222	263.76	-0.281
112.223	263.76	-0.281
112.224	263.75	-0.281
112.225	263.75	-0.281
112.226	263.75	-0.282
112.227	263.75	-0.282
112.228	263.75	-0.282
112.229	263.75	-0.282
112.230	263.74	-0.282
112.231	263.74	-0.282
112.232	263.74	-0.282
112.233	263.74	-0.282
112.234	263.74	-0.282
112.235	263.73	-0.282
112.236	263.73	-0.282
112.237	263.73	-0.282
112.238	263.73	-0.282
112.239	263.73	-0.282
112.240	263.73	-0.282
112.241	263.72	-0.282
112.242	263.72	-0.282
112.243	263.72	-0.282
112.244	263.72	-0.282
112.245	263.72	-0.282
112.246	263.71	-0.282
112.247	263.71	-0.282
112.248	263.71	-0.282
112.249	263.71	-0.282
112.250	263.71	-0.282
112.251	263.71	-0.282
112.252	263.70	-0.282
112.253	263.70	-0.283
112.254	263.70	-0.283
112.255	263.70	-0.283
112.256	263.70	-0.283
112.257	263.69	-0.283
112.258	263.69	-0.283
112.259	263.69	-0.283
112.260	263.69	-0.283
112.261	263.69	-0.283
112.262	263.68	-0.283
112.263	263.68	-0.283
112.264	263.68	-0.283
112.265	263.68	-0.283
112.266	263.67	-0.283
112.267	263.67	-0.283
112.268	263.67	-0.283
112.269	263.67	-0.283
112.270	263.67	-0.283
112.271	263.66	-0.283
112.272	263.66	-0.283
112.273	263.66	-0.283
112.274	263.66	-0.283
112.275	263.66	-0.283
112.276	263.65	-0.283
112.277	263.65	-0.284
112.278	263.65	-0.284
112.279	263.65	-0.284
112.280	263.64	-0.284
112.281	263.64	-0.284
112.282	263.64	-0.284
112.283	263.64	-0.284
112.284	263.64	-0.284
112.285	263.63	-0.284
112.286	263.63	-0.284
112.287	263.63	-0.284
112.288	263.63	-0.284
112.289	263.62	-0.284
112.290	263.62	-0.284
112.291	263.62	-0.284
112.292	263.62	-0.284
112.293	263.61	-0.284
112.294	263.61	-0.284
112.295	263.61	-0.284
112.296	263.61	-0.284
112.297	263.60	-0.284
112.298	263.60	-0.285
112.299	263.60	-0.285
112.300	263.60	-0.285
112.301	263.59	-0.285
112.302	263.59	-0.285
112.303	263.59	-0.285
112.304	263.59	-0.285
112.305	263.58	-0.285
112.306	263.58	-0.285
112.307	263.58	-0.285
112.308	263.58	-0.285
112.309	263.57	-0.285
112.310	263.57	-0.285
112.311	263.57	-0.285
112.312	263.57	-0.285
112.313	263.56	-0.285
112.314	263.56	-0.285
112.315	263.56	-0.285
112.316	263.56	-0.285
112.317	263.55	-0.285
112.318	263.55	-0.286
112.319	263.55	-0.286
112.320	263.55	-0.286
112.321	263.54	-0.286
112.322	263.54	-0.286
112.323	263.54	-0.286
112.324	263.53	-0.286
112.325	263.53	-0.286
112.326	263.53	-0.286
112.327	263.53	-0.286
112.328	263.52	-0.286
112.329	263.52	-0.286
112.330	263.52	-0.286
112.331	263.52	-0.286
112.332	263.51	-0.286
112.333	263.51	-0.286
112.334	263.51	-0.286
112.335	263.50	-0.286
112.336	263.50	-0.287
112.337	263.50	-0.287
112.338	263.50	-0.287
112.339	263.49	-0.287
112.340	263.49	-0.287
112.341	263.49	-0.287
112.342	263.48	-0.287
112.343	263.48	-0.287
112.344	263.48	-0.287
112.345	263.48	-0.287
112.346	263.47	-0.287
112.347	263.47	-0.287
112.348	263.47	-0.287
112.349	263.46	-0.287
112.350	263.46	-0.287
112.351	263.46	-0.287
112.352	263.46	-0.287
112.353	263.45	-0.288
112.354	263.45	-0.288
112.355	263.45	-0.288
112.356	263.44	-0.288
112.357	263.44	-0.288
112.358	263.44	-0.288
112.359	263.43	-0.288
112.360	263.43	-0.288
112.361	263.43	-0.288
112.362	263.42	-0.288
112.363	263.42	-0.288
112.364	263.42	-0.288
112.365	263.42	-0.288
112.366	263.41	-0.288
112.367	263.41	-0.288
112.368	263.41	-0.288
112.369	263.40	-0.289
112.370	263.40	-0.289
112.371	263.40	-0.289
112.372	263.39	-0.289
112.373	263.39	-0.289
112.374	263.39	-0.289
112.375	263.38	-0.289
112.376	263.38	-0.289
112.377	263.38	-0.289
112.378	263.37	-0.289
112.379	263.37	-0.289
112.380	263.37	-0.289
112.381	263.36	-0.289
112.382	263.36	-0.289
112.383	263.36	-0.289
112.384	263.35	-0.290
112.385	263.35	-0.290
112.386	263.35	-0.290
112.387	263.34	-0.290
112.388	263.34	-0.290
112.389	263.34	-0.290
112.390	263.33	-0.290
112.391	263.33	-0.290
112.392	263.33	-0.290
112.393	263.32	-0.290
112.394	263.32	-0.290
112.395	263.32	-0.290
112.396	263.31	-0.290
112.397	263.31	-0.290
112.398	263.31	-0.290
112.399	263.30	-0.291
112.400	263.30	-0.291
112.401	263.30	-0.291
112.402	263.29	-0.291
112.403	263.29	-0.291
112.404	263.29	-0.291
112.405	263.28	-0.291
112.406	263.28	-0.291
112.407	263.28	-0.291
112.408	263.27	-0.291
112.409	263.27	-0.291
112.410	263.27	-0.291
112.411	263.26	-0.291
112.412	263.26	-0.291
112.413	263.26	-0.292
112.414	263.25	-0.292
112.415	263.25	-0.292
112.416	263.25	-0.292
112.417	263.24	-0.292
112.418	263.24	-0.292
112.419	263.23	-0.292
112.420	263.23	-0.292
112.421	263.23	-0.292
112.422	263.22	-0.292
112.423	263.22	-0.292
112.424	263.22	-0.292
112.425	263.21	-0.292
112.426	263.21	-0.292
112.427	263.21	-0.293
112.428	263.20	-0.293
112.429	263.20	-0.293
112.430	263.19	-0.293
112.431	263.19	-0.293
112.432	263.19	-0.293
112.433	263.18	-0.293
112.434	263.18	-0.293
112.435	263.18	-0.293
112.436	263.17	-0.293
112.437	263.17	-0.293
112.438	263.16	-0.293
112.439	263.16	-0.293
112.440	263.16	-0.294
112.441	263.15	-0.294
112.442	263.15	-0.294
112.443	263.15	-0.294
112.444	263.14	-0.294
112.445	263.14	-0.294
112.446	263.13	-0.294
112.447	263.13	-0.294
112.448	263.13	-0.294
112.449	263.12	-0.294
112.450	263.12	-0.294
112.451	263.12	-0.294
112.452	263.11	-0.294
112.453	263.11	-0.295
112.454	263.10	-0.295
112.455	263.10	-0.295
112.456	263.10	-0.295
112.457	263.09	-0.295
112.458	263.09	-0.295
112.459	263.08	-0.295
112.460	263.08	-0.295
112.461	263.08	-0.295
112.462	263.07	-0.295
112.463	263.07	-0.295
112.464	263.06	-0.295
112.465	263.06	-0.296
112.466	263.06	-0.296
112.467	263.05	-0.296
112.468	263.05	-0.296
112.469	263.04	-0.296
112.470	263.04	-0.296
112.471	263.04	-0.296
112.472	263.03	-0.296
112.473	263.03	-0.296
112.474	263.02	-0.296
112.475	263.02	-0.296
112.476	263.02	-0.296
112.477	263.01	-0.296
112.478	263.01	-0.297
112.479	263.00	-0.297
112.480	263.00	-0.297
112.481	263.00	-0.297
112.482	262.99	-0.297
112.483	262.99	-0.297
112.484	262.98	-0.297
112.485	262.98	-0.297
112.486	262.98	-0.297
112.487	262.97	-0.297
112.488	262.97	-0.297
112.489	262.96	-0.297
112.490	262.96	-0.298
112.491	262.96	-0.298
112.492	262.95	-0.298
112.493	262.95	-0.298
112.494	262.94	-0.298
112.495	262.94	-0.298
112.496	262.94	-0.298
112.497	262.93	-0.298
112.498	262.93	-0.298
112.499	262.92	-0.298
112.500	262.92	-0.298
112.501	262.92	-0.298
112.502	262.91	-0.299
112.503	262.91	-0.299
112.504	262.90	-0.299
112.505	262.90	-0.299
112.506	262.90	-0.299
112.507	262.89	-0.299
112.508	262.89	-0.299
112.509	262.88	-0.299
112.510	262.88	-0.299
112.511	262.88	-0.299
112.512	262.87	-0.299
112.513	262.87	-0.299
112.514	262.86	-0.300
112.515	262.86	-0.300
112.516	262.86	-0.300
112.517	262.85	-0.300
112.518	262.85	-0.300
112.519	262.85	-0.300
112.520	262.84	-0.300
112.521	262.84	-0.300
112.522	262.83	-0.300
112.523	262.83	-0.300
112.524	262.83	-0.300
112.525	262.82	-0.300
112.526	262.82	-0.300
112.527	262.81	-0.301
112.528	262.81	-0.301
112.529	262.81	-0.301
112.530	262.80	-0.301
112.531	262.80	-0.301
112.532	262.80	-0.301
112.533	262.79	-0.301
112.534	262.79	-0.301
112.535	262.78	-0.301
112.536	262.78	-0.301
112.537	262.78	-0.301
112.538	262.77	-0.301
112.539	262.77	-0.301
112.540	262.77	-0.301
112.541	262.76	-0.302
112.542	262.76	-0.302
112.543	262.76	-0.302
112.544	262.75	-0.302
112.545	262.75	-0.302
112.546	262.75	-0.302
112.547	262.74	-0.302
112.548	262.74	-0.302
112.549	262.73	-0.302
112.550	262.73	-0.302
112.551	262.73	-0.302
112.552	262.72	-0.302
112.553	262.72	-0.302
112.554	262.72	-0.302
112.555	262.71	-0.303
112.556	262.71	-0.303
112.557	262.71	-0.303
112.558	262.70	-0.303
112.559	262.70	-0.303
112.560	262.70	-0.303
112.561	262.70	-0.303
112.562	262.69	-0.303
112.563	262.69	-0.303
112.564	262.69	-0.303
112.565	262.68	-0.303
112.566	262.68	-0.303
112.567	262.68	-0.303
112.568	262.67	-0.303
112.569	262.67	-0.303
112.570	262.67	-0.304
112.571	262.66	-0.304
112.572	262.66	-0.304
112.573	262.66	-0.304
112.574	262.66	-0.304
112.575	262.65	-0.304
112.576	262.65	-0.304
112.577	262.65	-0.304
112.578	262.64	-0.304
112.579	262.64	-0.304
112.580	262.64	-0.304
112.581	262.64	-0.304
112.582	262.63	-0.304
112.583	262.63	-0.304
112.584	262.63	-0.304
112.585	262.63	-0.304
112.586	262.62	-0.304
112.587	262.62	-0.304
112.588	262.62	-0.305
112.589	262.62	-0.305
112.590	262.61	-0.305
112.591	262.61	-0.305
112.592	262.61	-0.305
112.593	262.61	-0.305
112.594	262.60	-0.305
112.595	262.60	-0.305
112.596	262.60	-0.305
112.597	262.60	-0.305
112.598	262.59	-0.305
112.599	262.59	-0.305
112.600	262.59	-0.305
112.601	262.59	-0.305
112.602	262.59	-0.305
112.603	262.58	-0.305
112.604	262.58	-0.305
112.605	262.58	-0.305
112.606	262.58	-0.305
112.607	262.58	-0.305
112.608	262.57	-0.305
112.609	262.57	-0.305
112.610	262.57	-0.305
112.611	262.57	-0.306
112.612	262.57	-0.306
112.613	262.57	-0.306
112.614	262.56	-0.306
112.615	262.56	-0.306
112.616	262.56	-0.306
112.617	262.56	-0.306
112.618	262.56	-0.306
112.619	262.56	-0.306
112.620	262.55	-0.306
112.621	262.55	-0.306
112.622	262.55	-0.306
112.623	262.55	-0.306
112.624	262.55	-0.306
112.625	262.55	-0.306
112.626	262.55	-0.306
112.627	262.55	-0.306
112.628	262.55	-0.306
112.629	262.54	-0.306
112.630	262.54	-0.306
112.631	262.54	-0.306
112.632	262.54	-0.306
112.633	262.54	-0.306
112.634	262.54	-0.306
112.635	262.54	-0.306
112.636	262.54	-0.306
112.637	262.54	-0.306
112.638	262.54	-0.306
112.639	262.54	-0.306
112.640	262.54	-0.306
112.641	262.53	-0.306
112.642	262.53	-0.306
112.643	262.53	-0.306
112.644	262.53	-0.306
112.645	262.53	-0.306
112.646	262.53	-0.306
112.647	262.53	-0.306
112.648	262.53	-0.306
112.649	262.53	-0.306
112.650	262.53	-0.306
112.651	262.53	-0.306
112.652	262.53	-0.306
112.653	262.53	-0.306
112.654	262.53	-0.306
112.655	262.53	-0.306
112.656	262.53	-0.306
112.657	262.53	-0.306
112.658	262.53	-0.306
112.659	262.53	-0.306
112.660	262.53	-0.306
112.661	262.53	-0.306
112.662	262.53	-0.306
112.663	262.53	-0.306
112.664	262.53	-0.306
112.665	262.54	-0.306
112.666	262.54	-0.306
112.667	262.54	-0.306
112.668	262.54	-0.306
112.669	262.54	-0.306
112.670	262.54	-0.306
112.671	262.54	-0.306
112.672	262.54	-0.306
112.673	262.54	-0.306
112.674	262.54	-0.306
112.675	262.54	-0.306
112.676	262.54	-0.306
112.677	262.54	-0.306
112.678	262.55	-0.306
112.679	262.55	-0.306
112.680	262.55	-0.306
112.681	262.55	-0.306
112.682	262.55	-0.306
112.683	262.55	-0.306
112.684	262.55	-0.306
112.685	262.55	-0.306
112.686	262.55	-0.306
112.687	262.56	-0.306
112.688	262.56	-0.306
112.689	262.56	-0.306
112.690	262.56	-0.306
112.691	262.56	-0.306
112.692	262.56	-0.306
112.693	262.57	-0.306
112.694	262.57	-0.306
112.695	262.57	-0.306
112.696	262.57	-0.305
112.697	262.57	-0.305
112.698	262.57	-0.305
112.699	262.58	-0.305
112.700	262.58	-0.305
112.701	262.58	-0.305
112.702	262.58	-0.305
112.703	262.58	-0.305
112.704	262.59	-0.305
112.705	262.59	-0.305
112.706	262.59	-0.305
112.707	262.59	-0.305
112.708	262.59	-0.305
112.709	262.60	-0.305
112.710	262.60	-0.305
112.711	262.60	-0.305
112.712	262.60	-0.305
112.713	262.61	-0.305
112.714	262.61	-0.305
112.715	262.61	-0.305
112.716	262.61	-0.305
112.717	262.62	-0.305
112.718	262.62	-0.305
112.719	262.62	-0.304
112.720	262.62	-0.304
112.721	262.63	-0.304
112.722	262.63	-0.304
112.723	262.63	-0.304
112.724	262.63	-0.304
112.725	262.64	-0.304
112.726	262.64	-0.304
112.727	262.64	-0.304
112.728	262.65	-0.304
112.729	262.65	-0.304
112.730	262.65	-0.304
112.731	262.65	-0.304
112.732	262.66	-0.304
112.733	262.66	-0.304
112.734	262.66	-0.304
112.735	262.67	-0.304
112.736	262.67	-0.303
112.737	262.67	-0.303
112.738	262.68	-0.303
112.739	262.68	-0.303
112.740	262.68	-0.303
112.741	262.69	-0.303
112.742	262.69	-0.303
112.743	262.69	-0.303
112.744	262.70	-0.303
112.745	262.70	-0.303
112.746	262.70	-0.303
112.747	262.71	-0.303
112.748	262.71	-0.303
112.749	262.71	-0.303
112.750	262.72	-0.302
112.751	262.72	-0.302
112.752	262.73	-0.302
112.753	262.73	-0.302
112.754	262.73	-0.302
112.755	262.74	-0.302
112.756	262.74	-0.302
112.757	262.74	-0.302
112.758	262.75	-0.302
112.759	262.75	-0.302
112.760	262.76	-0.302
112.761	262.76	-0.302
112.762	262.76	-0.302
112.763	262.77	-0.301
112.764	262.77	-0.301
112.765	262.78	-0.301
112.766	262.78	-0.301
112.767	262.79	-0.301
112.768	262.79	-0.301
112.769	262.79	-0.301
112.770	262.80	-0.301
112.771	262.80	-0.301
112.772	262.81	-0.301
112.773	262.81	-0.301
112.774	262.82	-0.300
112.775	262.82	-0.300
112.776	262.83	-0.300
