/* DATA DESCRIPTION:
Citation:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous record of the atmospheric greenhouse gas methane (CH4), final spline-smoothed data of calculated radiative forcing (Version 1) [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.871270, 
	In supplement to: Köhler, P et al. (2017): A 156 kyr smoothed history of the atmospheric greenhouse gases CO2, CH4, and N2O and their radiative forcing. Earth System Science Data, 9(1), 363-387, https://doi.org/10.5194/essd-9-363-2017
New version:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous record of the atmospheric greenhouse gas methane (CH4), final spline-smoothed data of calculated radiative forcing (Version 2). PANGAEA, https://doi.org/10.1594/PANGAEA.876009
Related to:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous records of the atmospheric greenhouse gases CO2, CH4, and N2O and their radiative forcing since the penultimate glacial maximum. Earth System Science Data Discussions, https://doi.org/10.5194/essd-2017-6
Comment:	Final spline with 156278 lines (-66 BP to 156211 BP).
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html)
	Methane, dry-air mole fraction [nmol/mol] (CH4) * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html) * COMMENT: nmol/mol = ppb
	Radiative forcing of atmospheric methane [W/m**2] (dR_[CH4]) * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html) * COMMENT: = 1.4 * 0.036 * (sqrt(CH4/ppb)-sqrt(742))
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	312556 data points
*/
Age [ka BP]	CH4 [nmol/mol]	dR_[CH4] [W/m**2]
150.149	423.06	-0.336
150.150	423.05	-0.336
150.151	423.04	-0.336
150.152	423.03	-0.336
150.153	423.02	-0.336
150.154	423.02	-0.336
150.155	423.01	-0.336
150.156	423.00	-0.336
150.157	422.99	-0.336
150.158	422.99	-0.336
150.159	422.98	-0.336
150.160	422.97	-0.336
150.161	422.97	-0.336
150.162	422.96	-0.336
150.163	422.96	-0.336
150.164	422.95	-0.336
150.165	422.94	-0.336
150.166	422.94	-0.336
150.167	422.93	-0.336
150.168	422.93	-0.336
150.169	422.92	-0.336
150.170	422.92	-0.336
150.171	422.92	-0.336
150.172	422.91	-0.336
150.173	422.91	-0.336
150.174	422.90	-0.336
150.175	422.90	-0.336
150.176	422.90	-0.336
150.177	422.89	-0.336
150.178	422.89	-0.336
150.179	422.89	-0.336
150.180	422.88	-0.336
150.181	422.88	-0.336
150.182	422.88	-0.336
150.183	422.88	-0.336
150.184	422.87	-0.336
150.185	422.87	-0.336
150.186	422.87	-0.336
150.187	422.87	-0.336
150.188	422.87	-0.336
150.189	422.87	-0.336
150.190	422.87	-0.336
150.191	422.87	-0.336
150.192	422.87	-0.336
150.193	422.87	-0.336
150.194	422.87	-0.336
150.195	422.87	-0.336
150.196	422.87	-0.336
150.197	422.87	-0.336
150.198	422.87	-0.336
150.199	422.87	-0.336
150.200	422.87	-0.336
150.201	422.87	-0.336
150.202	422.87	-0.336
150.203	422.87	-0.336
150.204	422.87	-0.336
150.205	422.88	-0.336
150.206	422.88	-0.336
150.207	422.88	-0.336
150.208	422.88	-0.336
150.209	422.88	-0.336
150.210	422.89	-0.336
150.211	422.89	-0.336
150.212	422.89	-0.336
150.213	422.90	-0.336
150.214	422.90	-0.336
150.215	422.90	-0.336
150.216	422.91	-0.336
150.217	422.91	-0.336
150.218	422.91	-0.336
150.219	422.92	-0.336
150.220	422.92	-0.336
150.221	422.93	-0.336
150.222	422.93	-0.336
150.223	422.94	-0.336
150.224	422.94	-0.336
150.225	422.95	-0.336
150.226	422.95	-0.336
150.227	422.96	-0.336
150.228	422.97	-0.336
150.229	422.97	-0.336
150.230	422.98	-0.336
150.231	422.98	-0.336
150.232	422.99	-0.336
150.233	423.00	-0.336
150.234	423.00	-0.336
150.235	423.01	-0.336
150.236	423.02	-0.336
150.237	423.02	-0.336
150.238	423.03	-0.336
150.239	423.04	-0.336
150.240	423.05	-0.336
150.241	423.05	-0.336
150.242	423.06	-0.336
150.243	423.07	-0.336
150.244	423.08	-0.336
150.245	423.09	-0.336
150.246	423.10	-0.336
150.247	423.11	-0.336
150.248	423.11	-0.336
150.249	423.12	-0.336
150.250	423.13	-0.336
150.251	423.14	-0.336
150.252	423.15	-0.336
150.253	423.16	-0.336
150.254	423.17	-0.336
150.255	423.18	-0.336
150.256	423.19	-0.336
150.257	423.20	-0.336
150.258	423.21	-0.336
150.259	423.22	-0.336
150.260	423.23	-0.336
150.261	423.25	-0.336
150.262	423.26	-0.336
150.263	423.27	-0.336
150.264	423.28	-0.336
150.265	423.29	-0.336
150.266	423.30	-0.336
150.267	423.31	-0.336
150.268	423.33	-0.336
150.269	423.34	-0.336
150.270	423.35	-0.336
150.271	423.36	-0.336
150.272	423.38	-0.336
150.273	423.39	-0.336
150.274	423.40	-0.336
150.275	423.42	-0.336
150.276	423.43	-0.336
150.277	423.44	-0.336
150.278	423.46	-0.336
150.279	423.47	-0.336
150.280	423.48	-0.336
150.281	423.50	-0.336
150.282	423.51	-0.336
150.283	423.53	-0.336
150.284	423.54	-0.336
150.285	423.55	-0.336
150.286	423.57	-0.336
150.287	423.58	-0.336
150.288	423.60	-0.336
150.289	423.61	-0.336
150.290	423.63	-0.336
150.291	423.64	-0.336
150.292	423.66	-0.335
150.293	423.68	-0.335
150.294	423.69	-0.335
150.295	423.71	-0.335
150.296	423.72	-0.335
150.297	423.74	-0.335
150.298	423.76	-0.335
150.299	423.77	-0.335
150.300	423.79	-0.335
150.301	423.81	-0.335
150.302	423.82	-0.335
150.303	423.84	-0.335
150.304	423.86	-0.335
150.305	423.87	-0.335
150.306	423.89	-0.335
150.307	423.91	-0.335
150.308	423.93	-0.335
150.309	423.94	-0.335
150.310	423.96	-0.335
150.311	423.98	-0.335
150.312	424.00	-0.335
150.313	424.02	-0.335
150.314	424.03	-0.335
150.315	424.05	-0.335
150.316	424.07	-0.335
150.317	424.09	-0.335
150.318	424.11	-0.335
150.319	424.13	-0.335
150.320	424.15	-0.335
150.321	424.17	-0.335
150.322	424.19	-0.335
150.323	424.21	-0.335
150.324	424.23	-0.335
150.325	424.25	-0.335
150.326	424.26	-0.335
150.327	424.29	-0.335
150.328	424.31	-0.335
150.329	424.33	-0.335
150.330	424.35	-0.335
150.331	424.37	-0.335
150.332	424.39	-0.335
150.333	424.41	-0.335
150.334	424.43	-0.335
150.335	424.45	-0.335
150.336	424.47	-0.335
150.337	424.49	-0.334
150.338	424.51	-0.334
150.339	424.53	-0.334
150.340	424.56	-0.334
150.341	424.58	-0.334
150.342	424.60	-0.334
150.343	424.62	-0.334
150.344	424.64	-0.334
150.345	424.67	-0.334
150.346	424.69	-0.334
150.347	424.71	-0.334
150.348	424.73	-0.334
150.349	424.76	-0.334
150.350	424.78	-0.334
150.351	424.80	-0.334
150.352	424.82	-0.334
150.353	424.85	-0.334
150.354	424.87	-0.334
150.355	424.89	-0.334
150.356	424.92	-0.334
150.357	424.94	-0.334
150.358	424.96	-0.334
150.359	424.99	-0.334
150.360	425.01	-0.334
150.361	425.04	-0.334
150.362	425.06	-0.334
150.363	425.08	-0.334
150.364	425.11	-0.334
150.365	425.13	-0.334
150.366	425.16	-0.334
150.367	425.18	-0.334
150.368	425.21	-0.334
150.369	425.23	-0.334
150.370	425.26	-0.334
150.371	425.28	-0.334
150.372	425.31	-0.333
150.373	425.33	-0.333
150.374	425.36	-0.333
150.375	425.38	-0.333
150.376	425.41	-0.333
150.377	425.43	-0.333
150.378	425.46	-0.333
150.379	425.48	-0.333
150.380	425.51	-0.333
150.381	425.54	-0.333
150.382	425.56	-0.333
150.383	425.59	-0.333
150.384	425.61	-0.333
150.385	425.64	-0.333
150.386	425.67	-0.333
150.387	425.69	-0.333
150.388	425.72	-0.333
150.389	425.75	-0.333
150.390	425.77	-0.333
150.391	425.80	-0.333
150.392	425.83	-0.333
150.393	425.85	-0.333
150.394	425.88	-0.333
150.395	425.91	-0.333
150.396	425.94	-0.333
150.397	425.96	-0.333
150.398	425.99	-0.333
150.399	426.02	-0.333
150.400	426.05	-0.333
150.401	426.07	-0.333
150.402	426.10	-0.333
150.403	426.13	-0.332
150.404	426.16	-0.332
150.405	426.19	-0.332
150.406	426.22	-0.332
150.407	426.24	-0.332
150.408	426.27	-0.332
150.409	426.30	-0.332
150.410	426.33	-0.332
150.411	426.36	-0.332
150.412	426.39	-0.332
150.413	426.42	-0.332
150.414	426.44	-0.332
150.415	426.47	-0.332
150.416	426.50	-0.332
150.417	426.53	-0.332
150.418	426.56	-0.332
150.419	426.59	-0.332
150.420	426.62	-0.332
150.421	426.65	-0.332
150.422	426.68	-0.332
150.423	426.71	-0.332
150.424	426.74	-0.332
150.425	426.77	-0.332
150.426	426.80	-0.332
150.427	426.83	-0.332
150.428	426.86	-0.332
150.429	426.89	-0.332
150.430	426.92	-0.332
150.431	426.95	-0.331
150.432	426.98	-0.331
150.433	427.01	-0.331
150.434	427.04	-0.331
150.435	427.07	-0.331
150.436	427.10	-0.331
150.437	427.13	-0.331
150.438	427.16	-0.331
150.439	427.19	-0.331
150.440	427.22	-0.331
150.441	427.26	-0.331
150.442	427.29	-0.331
150.443	427.32	-0.331
150.444	427.35	-0.331
150.445	427.38	-0.331
150.446	427.41	-0.331
150.447	427.44	-0.331
150.448	427.47	-0.331
150.449	427.51	-0.331
150.450	427.54	-0.331
150.451	427.57	-0.331
150.452	427.60	-0.331
150.453	427.63	-0.331
150.454	427.67	-0.331
150.455	427.70	-0.331
150.456	427.73	-0.331
150.457	427.76	-0.330
150.458	427.79	-0.330
150.459	427.83	-0.330
150.460	427.86	-0.330
150.461	427.89	-0.330
150.462	427.92	-0.330
150.463	427.96	-0.330
150.464	427.99	-0.330
150.465	428.02	-0.330
150.466	428.05	-0.330
150.467	428.09	-0.330
150.468	428.12	-0.330
150.469	428.15	-0.330
150.470	428.18	-0.330
150.471	428.22	-0.330
150.472	428.25	-0.330
150.473	428.28	-0.330
150.474	428.32	-0.330
150.475	428.35	-0.330
150.476	428.38	-0.330
150.477	428.42	-0.330
150.478	428.45	-0.330
150.479	428.48	-0.330
150.480	428.52	-0.330
150.481	428.55	-0.330
150.482	428.58	-0.329
150.483	428.62	-0.329
150.484	428.65	-0.329
150.485	428.68	-0.329
150.486	428.72	-0.329
150.487	428.75	-0.329
150.488	428.79	-0.329
150.489	428.82	-0.329
150.490	428.85	-0.329
150.491	428.89	-0.329
150.492	428.92	-0.329
150.493	428.96	-0.329
150.494	428.99	-0.329
150.495	429.02	-0.329
150.496	429.06	-0.329
150.497	429.09	-0.329
150.498	429.13	-0.329
150.499	429.16	-0.329
150.500	429.20	-0.329
150.501	429.23	-0.329
150.502	429.26	-0.329
150.503	429.30	-0.329
150.504	429.33	-0.329
150.505	429.37	-0.329
150.506	429.40	-0.328
150.507	429.44	-0.328
150.508	429.47	-0.328
150.509	429.51	-0.328
150.510	429.54	-0.328
150.511	429.58	-0.328
150.512	429.61	-0.328
150.513	429.65	-0.328
150.514	429.68	-0.328
150.515	429.72	-0.328
150.516	429.75	-0.328
150.517	429.79	-0.328
150.518	429.82	-0.328
150.519	429.86	-0.328
150.520	429.89	-0.328
150.521	429.93	-0.328
150.522	429.96	-0.328
150.523	430.00	-0.328
150.524	430.03	-0.328
150.525	430.07	-0.328
150.526	430.11	-0.328
150.527	430.14	-0.328
150.528	430.18	-0.328
150.529	430.21	-0.328
150.530	430.25	-0.327
150.531	430.28	-0.327
150.532	430.32	-0.327
150.533	430.35	-0.327
150.534	430.39	-0.327
150.535	430.43	-0.327
150.536	430.46	-0.327
150.537	430.50	-0.327
150.538	430.53	-0.327
150.539	430.57	-0.327
150.540	430.60	-0.327
150.541	430.64	-0.327
150.542	430.68	-0.327
150.543	430.71	-0.327
150.544	430.75	-0.327
150.545	430.78	-0.327
150.546	430.82	-0.327
150.547	430.86	-0.327
150.548	430.89	-0.327
150.549	430.93	-0.327
150.550	430.96	-0.327
150.551	431.00	-0.327
150.552	431.04	-0.327
150.553	431.07	-0.326
150.554	431.11	-0.326
150.555	431.15	-0.326
150.556	431.18	-0.326
150.557	431.22	-0.326
150.558	431.25	-0.326
150.559	431.29	-0.326
150.560	431.33	-0.326
150.561	431.36	-0.326
150.562	431.40	-0.326
150.563	431.44	-0.326
150.564	431.47	-0.326
150.565	431.51	-0.326
150.566	431.54	-0.326
150.567	431.58	-0.326
150.568	431.62	-0.326
150.569	431.65	-0.326
150.570	431.69	-0.326
150.571	431.73	-0.326
150.572	431.76	-0.326
150.573	431.80	-0.326
150.574	431.84	-0.326
150.575	431.87	-0.325
150.576	431.91	-0.325
150.577	431.95	-0.325
150.578	431.98	-0.325
150.579	432.02	-0.325
150.580	432.06	-0.325
150.581	432.09	-0.325
150.582	432.13	-0.325
150.583	432.17	-0.325
150.584	432.20	-0.325
150.585	432.24	-0.325
150.586	432.28	-0.325
150.587	432.31	-0.325
150.588	432.35	-0.325
150.589	432.39	-0.325
150.590	432.42	-0.325
150.591	432.46	-0.325
150.592	432.50	-0.325
150.593	432.53	-0.325
150.594	432.57	-0.325
150.595	432.60	-0.325
150.596	432.64	-0.325
150.597	432.68	-0.325
150.598	432.71	-0.324
150.599	432.75	-0.324
150.600	432.79	-0.324
150.601	432.82	-0.324
150.602	432.86	-0.324
150.603	432.90	-0.324
150.604	432.93	-0.324
150.605	432.97	-0.324
150.606	433.01	-0.324
150.607	433.04	-0.324
150.608	433.08	-0.324
150.609	433.12	-0.324
150.610	433.15	-0.324
150.611	433.19	-0.324
150.612	433.23	-0.324
150.613	433.26	-0.324
150.614	433.30	-0.324
150.615	433.34	-0.324
150.616	433.37	-0.324
150.617	433.41	-0.324
150.618	433.45	-0.324
150.619	433.48	-0.324
150.620	433.52	-0.323
150.621	433.56	-0.323
150.622	433.59	-0.323
150.623	433.63	-0.323
150.624	433.67	-0.323
150.625	433.70	-0.323
150.626	433.74	-0.323
150.627	433.78	-0.323
150.628	433.81	-0.323
150.629	433.85	-0.323
150.630	433.89	-0.323
150.631	433.92	-0.323
150.632	433.96	-0.323
150.633	433.99	-0.323
150.634	434.03	-0.323
150.635	434.07	-0.323
150.636	434.10	-0.323
150.637	434.14	-0.323
150.638	434.18	-0.323
150.639	434.21	-0.323
150.640	434.25	-0.323
150.641	434.28	-0.323
150.642	434.32	-0.323
150.643	434.36	-0.322
150.644	434.39	-0.322
150.645	434.43	-0.322
150.646	434.46	-0.322
150.647	434.50	-0.322
150.648	434.54	-0.322
150.649	434.57	-0.322
150.650	434.61	-0.322
150.651	434.64	-0.322
150.652	434.68	-0.322
150.653	434.71	-0.322
150.654	434.75	-0.322
150.655	434.79	-0.322
150.656	434.82	-0.322
150.657	434.86	-0.322
150.658	434.89	-0.322
150.659	434.93	-0.322
150.660	434.96	-0.322
150.661	435.00	-0.322
150.662	435.03	-0.322
150.663	435.07	-0.322
150.664	435.10	-0.322
150.665	435.14	-0.322
150.666	435.17	-0.321
150.667	435.21	-0.321
150.668	435.24	-0.321
150.669	435.28	-0.321
150.670	435.31	-0.321
150.671	435.35	-0.321
150.672	435.38	-0.321
150.673	435.42	-0.321
150.674	435.45	-0.321
150.675	435.49	-0.321
150.676	435.52	-0.321
150.677	435.56	-0.321
150.678	435.59	-0.321
150.679	435.63	-0.321
150.680	435.66	-0.321
150.681	435.69	-0.321
150.682	435.73	-0.321
150.683	435.76	-0.321
150.684	435.80	-0.321
150.685	435.83	-0.321
150.686	435.86	-0.321
150.687	435.90	-0.321
150.688	435.93	-0.321
150.689	435.97	-0.321
150.690	436.00	-0.320
150.691	436.03	-0.320
150.692	436.07	-0.320
150.693	436.10	-0.320
150.694	436.13	-0.320
150.695	436.17	-0.320
150.696	436.20	-0.320
150.697	436.23	-0.320
150.698	436.26	-0.320
150.699	436.30	-0.320
150.700	436.33	-0.320
150.701	436.36	-0.320
150.702	436.40	-0.320
150.703	436.43	-0.320
150.704	436.46	-0.320
150.705	436.49	-0.320
150.706	436.52	-0.320
150.707	436.56	-0.320
150.708	436.59	-0.320
150.709	436.62	-0.320
150.710	436.65	-0.320
150.711	436.68	-0.320
150.712	436.72	-0.320
150.713	436.75	-0.320
150.714	436.78	-0.320
150.715	436.81	-0.320
150.716	436.84	-0.319
150.717	436.87	-0.319
150.718	436.90	-0.319
150.719	436.94	-0.319
150.720	436.97	-0.319
150.721	437.00	-0.319
150.722	437.03	-0.319
150.723	437.06	-0.319
150.724	437.09	-0.319
150.725	437.12	-0.319
150.726	437.15	-0.319
150.727	437.18	-0.319
150.728	437.21	-0.319
150.729	437.24	-0.319
150.730	437.27	-0.319
150.731	437.30	-0.319
150.732	437.33	-0.319
150.733	437.36	-0.319
150.734	437.39	-0.319
150.735	437.42	-0.319
150.736	437.45	-0.319
150.737	437.48	-0.319
150.738	437.50	-0.319
150.739	437.53	-0.319
150.740	437.56	-0.319
150.741	437.59	-0.319
150.742	437.62	-0.319
150.743	437.65	-0.319
150.744	437.68	-0.318
150.745	437.70	-0.318
150.746	437.73	-0.318
150.747	437.76	-0.318
150.748	437.79	-0.318
150.749	437.82	-0.318
150.750	437.84	-0.318
150.751	437.87	-0.318
150.752	437.90	-0.318
150.753	437.92	-0.318
150.754	437.95	-0.318
150.755	437.98	-0.318
150.756	438.00	-0.318
150.757	438.03	-0.318
150.758	438.06	-0.318
150.759	438.08	-0.318
150.760	438.11	-0.318
150.761	438.14	-0.318
150.762	438.16	-0.318
150.763	438.19	-0.318
150.764	438.21	-0.318
150.765	438.24	-0.318
150.766	438.26	-0.318
150.767	438.29	-0.318
150.768	438.31	-0.318
150.769	438.34	-0.318
150.770	438.36	-0.318
150.771	438.39	-0.318
150.772	438.41	-0.318
150.773	438.44	-0.318
150.774	438.46	-0.318
150.775	438.48	-0.318
150.776	438.51	-0.317
150.777	438.53	-0.317
150.778	438.56	-0.317
150.779	438.58	-0.317
150.780	438.60	-0.317
150.781	438.62	-0.317
150.782	438.65	-0.317
150.783	438.67	-0.317
150.784	438.69	-0.317
150.785	438.72	-0.317
150.786	438.74	-0.317
150.787	438.76	-0.317
150.788	438.78	-0.317
150.789	438.80	-0.317
150.790	438.82	-0.317
150.791	438.85	-0.317
150.792	438.87	-0.317
150.793	438.89	-0.317
150.794	438.91	-0.317
150.795	438.93	-0.317
150.796	438.95	-0.317
150.797	438.97	-0.317
150.798	438.99	-0.317
150.799	439.01	-0.317
150.800	439.03	-0.317
150.801	439.05	-0.317
150.802	439.07	-0.317
150.803	439.09	-0.317
150.804	439.11	-0.317
150.805	439.13	-0.317
150.806	439.15	-0.317
150.807	439.17	-0.317
150.808	439.18	-0.317
150.809	439.20	-0.317
150.810	439.22	-0.317
150.811	439.24	-0.317
150.812	439.26	-0.317
150.813	439.27	-0.317
150.814	439.29	-0.317
150.815	439.31	-0.317
150.816	439.33	-0.316
150.817	439.34	-0.316
150.818	439.36	-0.316
150.819	439.38	-0.316
150.820	439.39	-0.316
150.821	439.41	-0.316
150.822	439.42	-0.316
150.823	439.44	-0.316
150.824	439.45	-0.316
150.825	439.47	-0.316
150.826	439.48	-0.316
150.827	439.50	-0.316
150.828	439.51	-0.316
150.829	439.53	-0.316
150.830	439.54	-0.316
150.831	439.56	-0.316
150.832	439.57	-0.316
150.833	439.58	-0.316
150.834	439.60	-0.316
150.835	439.61	-0.316
150.836	439.62	-0.316
150.837	439.64	-0.316
150.838	439.65	-0.316
150.839	439.66	-0.316
150.840	439.67	-0.316
150.841	439.69	-0.316
150.842	439.70	-0.316
150.843	439.71	-0.316
150.844	439.72	-0.316
150.845	439.73	-0.316
150.846	439.74	-0.316
150.847	439.75	-0.316
150.848	439.76	-0.316
150.849	439.77	-0.316
150.850	439.78	-0.316
150.851	439.79	-0.316
150.852	439.80	-0.316
150.853	439.81	-0.316
150.854	439.82	-0.316
150.855	439.83	-0.316
150.856	439.84	-0.316
150.857	439.85	-0.316
150.858	439.86	-0.316
150.859	439.86	-0.316
150.860	439.87	-0.316
150.861	439.88	-0.316
150.862	439.89	-0.316
150.863	439.89	-0.316
150.864	439.90	-0.316
150.865	439.91	-0.316
150.866	439.91	-0.316
150.867	439.92	-0.316
150.868	439.93	-0.316
150.869	439.93	-0.316
150.870	439.94	-0.316
150.871	439.94	-0.316
150.872	439.95	-0.316
150.873	439.95	-0.316
150.874	439.96	-0.316
150.875	439.96	-0.316
150.876	439.97	-0.316
150.877	439.97	-0.316
150.878	439.97	-0.316
150.879	439.98	-0.316
150.880	439.98	-0.316
150.881	439.98	-0.316
150.882	439.98	-0.316
150.883	439.99	-0.316
150.884	439.99	-0.316
150.885	439.99	-0.316
150.886	439.99	-0.316
150.887	439.99	-0.316
150.888	439.99	-0.316
150.889	440.00	-0.316
150.890	440.00	-0.316
150.891	440.00	-0.316
150.892	440.00	-0.316
150.893	440.00	-0.316
150.894	440.00	-0.316
150.895	439.99	-0.316
150.896	439.99	-0.316
150.897	439.99	-0.316
150.898	439.99	-0.316
150.899	439.99	-0.316
150.900	439.99	-0.316
150.901	439.98	-0.316
150.902	439.98	-0.316
150.903	439.98	-0.316
150.904	439.98	-0.316
150.905	439.97	-0.316
150.906	439.97	-0.316
150.907	439.97	-0.316
150.908	439.96	-0.316
150.909	439.96	-0.316
150.910	439.95	-0.316
150.911	439.95	-0.316
150.912	439.94	-0.316
150.913	439.94	-0.316
150.914	439.93	-0.316
150.915	439.92	-0.316
150.916	439.92	-0.316
150.917	439.91	-0.316
150.918	439.90	-0.316
150.919	439.90	-0.316
150.920	439.89	-0.316
150.921	439.88	-0.316
150.922	439.87	-0.316
150.923	439.86	-0.316
150.924	439.86	-0.316
150.925	439.85	-0.316
150.926	439.84	-0.316
150.927	439.83	-0.316
150.928	439.82	-0.316
150.929	439.81	-0.316
150.930	439.80	-0.316
150.931	439.79	-0.316
150.932	439.78	-0.316
150.933	439.77	-0.316
150.934	439.75	-0.316
150.935	439.74	-0.316
150.936	439.73	-0.316
150.937	439.72	-0.316
150.938	439.70	-0.316
150.939	439.69	-0.316
150.940	439.68	-0.316
150.941	439.66	-0.316
150.942	439.65	-0.316
150.943	439.64	-0.316
150.944	439.62	-0.316
150.945	439.61	-0.316
150.946	439.59	-0.316
150.947	439.58	-0.316
150.948	439.56	-0.316
150.949	439.54	-0.316
150.950	439.53	-0.316
150.951	439.51	-0.316
150.952	439.49	-0.316
150.953	439.48	-0.316
150.954	439.46	-0.316
150.955	439.44	-0.316
150.956	439.42	-0.316
150.957	439.40	-0.316
150.958	439.38	-0.316
150.959	439.37	-0.316
150.960	439.35	-0.316
150.961	439.33	-0.316
150.962	439.31	-0.317
150.963	439.29	-0.317
150.964	439.26	-0.317
150.965	439.24	-0.317
150.966	439.22	-0.317
150.967	439.20	-0.317
150.968	439.18	-0.317
150.969	439.16	-0.317
150.970	439.13	-0.317
150.971	439.11	-0.317
150.972	439.09	-0.317
150.973	439.06	-0.317
150.974	439.04	-0.317
150.975	439.01	-0.317
150.976	438.99	-0.317
150.977	438.96	-0.317
150.978	438.94	-0.317
150.979	438.91	-0.317
150.980	438.89	-0.317
150.981	438.86	-0.317
150.982	438.83	-0.317
150.983	438.81	-0.317
150.984	438.78	-0.317
150.985	438.75	-0.317
150.986	438.72	-0.317
150.987	438.69	-0.317
150.988	438.66	-0.317
150.989	438.64	-0.317
150.990	438.61	-0.317
150.991	438.58	-0.317
150.992	438.55	-0.317
150.993	438.52	-0.317
150.994	438.48	-0.318
150.995	438.45	-0.318
150.996	438.42	-0.318
150.997	438.39	-0.318
150.998	438.36	-0.318
150.999	438.32	-0.318
151.000	438.29	-0.318
151.001	438.26	-0.318
151.002	438.22	-0.318
151.003	438.19	-0.318
151.004	438.16	-0.318
151.005	438.12	-0.318
151.006	438.09	-0.318
151.007	438.05	-0.318
151.008	438.01	-0.318
151.009	437.98	-0.318
151.010	437.94	-0.318
151.011	437.90	-0.318
151.012	437.87	-0.318
151.013	437.83	-0.318
151.014	437.79	-0.318
151.015	437.75	-0.318
151.016	437.71	-0.318
151.017	437.67	-0.318
151.018	437.63	-0.319
151.019	437.59	-0.319
151.020	437.55	-0.319
151.021	437.51	-0.319
151.022	437.47	-0.319
151.023	437.43	-0.319
151.024	437.39	-0.319
151.025	437.35	-0.319
151.026	437.31	-0.319
151.027	437.26	-0.319
151.028	437.22	-0.319
151.029	437.18	-0.319
151.030	437.13	-0.319
151.031	437.09	-0.319
151.032	437.04	-0.319
151.033	437.00	-0.319
151.034	436.95	-0.319
151.035	436.91	-0.319
151.036	436.86	-0.319
151.037	436.82	-0.320
151.038	436.77	-0.320
151.039	436.72	-0.320
151.040	436.68	-0.320
151.041	436.63	-0.320
151.042	436.58	-0.320
151.043	436.53	-0.320
151.044	436.48	-0.320
151.045	436.44	-0.320
151.046	436.39	-0.320
151.047	436.34	-0.320
151.048	436.29	-0.320
151.049	436.24	-0.320
151.050	436.19	-0.320
151.051	436.14	-0.320
151.052	436.09	-0.320
151.053	436.03	-0.320
151.054	435.98	-0.321
151.055	435.93	-0.321
151.056	435.88	-0.321
151.057	435.83	-0.321
151.058	435.77	-0.321
151.059	435.72	-0.321
151.060	435.67	-0.321
151.061	435.61	-0.321
151.062	435.56	-0.321
151.063	435.50	-0.321
151.064	435.45	-0.321
151.065	435.40	-0.321
151.066	435.34	-0.321
151.067	435.28	-0.321
151.068	435.23	-0.321
151.069	435.17	-0.321
151.070	435.12	-0.322
151.071	435.06	-0.322
151.072	435.00	-0.322
151.073	434.95	-0.322
151.074	434.89	-0.322
151.075	434.83	-0.322
151.076	434.77	-0.322
151.077	434.71	-0.322
151.078	434.66	-0.322
151.079	434.60	-0.322
151.080	434.54	-0.322
151.081	434.48	-0.322
151.082	434.42	-0.322
151.083	434.36	-0.322
151.084	434.30	-0.323
151.085	434.24	-0.323
151.086	434.18	-0.323
151.087	434.12	-0.323
151.088	434.05	-0.323
151.089	433.99	-0.323
151.090	433.93	-0.323
151.091	433.87	-0.323
151.092	433.81	-0.323
151.093	433.74	-0.323
151.094	433.68	-0.323
151.095	433.62	-0.323
151.096	433.55	-0.323
151.097	433.49	-0.324
151.098	433.43	-0.324
151.099	433.36	-0.324
151.100	433.30	-0.324
151.101	433.23	-0.324
151.102	433.17	-0.324
151.103	433.10	-0.324
151.104	433.04	-0.324
151.105	432.97	-0.324
151.106	432.91	-0.324
151.107	432.84	-0.324
151.108	432.78	-0.324
151.109	432.71	-0.324
151.110	432.64	-0.325
151.111	432.58	-0.325
151.112	432.51	-0.325
151.113	432.44	-0.325
151.114	432.37	-0.325
151.115	432.31	-0.325
151.116	432.24	-0.325
151.117	432.17	-0.325
151.118	432.10	-0.325
151.119	432.03	-0.325
151.120	431.96	-0.325
151.121	431.89	-0.325
151.122	431.82	-0.326
151.123	431.75	-0.326
151.124	431.68	-0.326
151.125	431.61	-0.326
151.126	431.54	-0.326
151.127	431.47	-0.326
151.128	431.40	-0.326
151.129	431.33	-0.326
151.130	431.26	-0.326
151.131	431.19	-0.326
151.132	431.12	-0.326
151.133	431.05	-0.326
151.134	430.97	-0.327
151.135	430.90	-0.327
151.136	430.83	-0.327
151.137	430.76	-0.327
151.138	430.69	-0.327
151.139	430.61	-0.327
151.140	430.54	-0.327
